id,name,start,stop,func,noise
53,start.26.wav,0:05:54.893,0:00:00.000,1,0
54,stop.26.wav,0:05:55.990,0:00:00.000,0,0
55,start.27.wav,0:05:59.673,0:00:00.000,1,1
56,stop.27.wav,0:06:00.573,0:00:00.000,0,1
57,start.28.wav,0:06:17.184,0:00:00.000,1,0
58,stop.28.wav,0:06:18.010,0:00:00.000,0,0
59,start.29.wav,0:06:21.386,0:00:00.000,1,1
60,stop.29.wav,0:06:22.250,0:00:00.000,0,1
61,start.30.wav,0:06:33.663,0:00:00.000,1,0
62,stop.30.wav,0:06:34.773,0:00:00.000,0,0
63,start.31.wav,0:06:37.005,0:00:00.000,1,1
64,stop.31.wav,0:06:37.868,0:00:00.000,0,1
65,start.32.wav,0:06:46.418,0:00:00.000,1,0
66,stop.32.wav,0:06:47.205,0:00:00.000,0,0
67,start.33.wav,0:06:49.005,0:00:00.000,1,1
68,stop.33.wav,0:06:49.794,0:00:00.000,0,1
69,start.34.wav,0:07:07.601,0:00:00.000,1,0
70,stop.34.wav,0:07:08.335,0:00:00.000,0,0
71,start.35.wav,0:07:10.788,0:00:00.000,1,1
72,stop.35.wav,0:07:11.453,0:00:00.000,0,1
73,start.36.wav,0:07:27.752,0:00:00.000,1,0
74,stop.36.wav,0:07:28.763,0:00:00.000,0,0
75,start.37.wav,0:07:30.636,0:00:00.000,1,1
76,stop.37.wav,0:07:31.399,0:00:00.000,0,1
77,start.38.wav,0:07:40.989,0:00:00.000,1,0
78,stop.38.wav,0:07:41.866,0:00:00.000,0,0
79,start.39.wav,0:07:43.996,0:00:00.000,1,1
80,stop.39.wav,0:07:44.907,0:00:00.000,0,1
81,start.40.wav,0:08:08.089,0:00:00.000,1,0
82,stop.40.wav,0:08:08.854,0:00:00.000,0,0
83,start.41.wav,0:08:11.060,0:00:00.000,1,1
84,stop.41.wav,0:08:11.847,0:00:00.000,0,1
85,start.42.wav,0:08:22.951,0:00:00.000,1,0
86,stop.42.wav,0:08:23.540,0:00:00.000,0,0
87,start.43.wav,0:08:25.098,0:00:00.000,1,1
88,stop.43.wav,0:08:25.789,0:00:00.000,0,1
89,start.44.wav,0:08:37.067,0:00:00.000,1,0
90,stop.44.wav,0:08:37.805,0:00:00.000,0,0
91,start.45.wav,0:08:40.073,0:00:00.000,1,1
92,stop.45.wav,0:08:40.775,0:00:00.000,0,1
93,start.46.wav,0:09:03.228,0:00:00.000,1,0
94,stop.46.wav,0:09:05.385,0:00:00.000,0,0
95,start.47.wav,0:09:07.702,0:00:00.000,1,1
96,stop.47.wav,0:09:09.427,0:00:00.000,0,1
97,start.48.wav,0:09:21.907,0:00:00.000,1,0
98,stop.48.wav,0:09:23.546,0:00:00.000,0,0
99,start.49.wav,0:09:26.244,0:00:00.000,1,1
100,stop.49.wav,0:09:27.538,0:00:00.000,0,1
101,start.50.wav,0:09:42.865,0:00:00.000,1,0
102,stop.50.wav,0:09:44.490,0:00:00.000,0,0
103,start.51.wav,0:09:47.174,0:00:00.000,1,1
104,stop.51.wav,0:09:48.530,0:00:00.000,0,1
105,start.52.wav,0:09:59.936,0:00:00.000,1,0
106,stop.52.wav,0:10:01.402,0:00:00.000,0,0
107,start.53.wav,0:10:03.524,0:00:00.000,1,1
108,stop.53.wav,0:10:04.904,0:00:00.000,0,1
109,start.54.wav,0:10:17.258,0:00:00.000,1,0
110,stop.54.wav,0:10:18.195,0:00:00.000,0,0
111,start.55.wav,0:10:20.561,0:00:00.000,1,1
112,stop.55.wav,0:10:21.498,0:00:00.000,0,1
113,start.56.wav,0:10:32.608,0:00:00.000,1,0
114,stop.56.wav,0:10:34.088,0:00:00.000,0,0
115,start.57.wav,0:10:38.671,0:00:00.000,1,1
116,stop.57.wav,0:10:40.347,0:00:00.000,0,1
117,start.58.wav,0:10:51.247,0:00:00.000,1,0
118,stop.58.wav,0:10:52.601,0:00:00.000,0,0
119,start.59.wav,0:10:55.287,0:00:00.000,1,1
120,stop.59.wav,0:10:56.631,0:00:00.000,0,1
121,start.60.wav,0:11:08.094,0:00:00.000,1,0
122,stop.60.wav,0:11:09.154,0:00:00.000,0,0
123,start.61.wav,0:11:11.582,0:00:00.000,1,1
124,stop.61.wav,0:11:12.737,0:00:00.000,0,1
125,start.62.wav,0:11:27.289,0:00:00.000,1,0
126,stop.62.wav,0:11:28.483,0:00:00.000,0,0
127,start.63.wav,0:11:30.438,0:00:00.000,1,1
128,stop.63.wav,0:11:31.547,0:00:00.000,0,1
129,start.64.wav,0:11:34.463,0:00:00.000,1,0
130,stop.64.wav,0:11:35.498,0:00:00.000,0,0
131,start.65.wav,0:11:38.824,0:00:00.000,1,1
132,stop.65.wav,0:11:40.044,0:00:00.000,0,1
133,start.67.wav,0:00:08.227,0:00:08:975,1,0
134,stop.67.wav,0:00:10.139,0:00:10.824,0,0
135,start.68.wav,0:00:13.623,0:00:14.539,1,1
136,stop.68.wav,0:00:15.144,0:00:16.157,0,1
137,start.69.wav,0:00:22.608,0:00:23.608,1,0
138,stop.69.wav,0:00:24.087,0:00:24.722,0,0
139,start.70.wav,0:00:26.272,0:00:27.138,1,0
140,stop.70.wav,0:00:27.670,0:00:28.480,0,0
141,start.71.wav,0:00:33.196,0:00:33.930,1,0
142,stop.71.wav,0:00:34.335,0:00:34.914,0,0
143,start.72.wav,0:00:36.879,0:00:37.626,1,0
144,stop.72.wav,0:00:37.953,0:00:38.485,0,0
145,start.73.wav,0:01:13.583,0:01:14.200,1,0
146,stop.73.wav,0:01:14.938,0:01:15.435,0,0
147,start.74.wav,0:01:17.227,0:01:17.824,1,0
148,stop.74.wav,0:01:18.586,0:01:19.084,0,0
149,start.75.wav,0:01:24.579,0:01:25.266,1,0
150,stop.75.wav,0:01:26.126,0:01:26.696,0,0
151,start.76.wav,0:01:28.494,0:01:29.383,1,0
152,stop.76.wav,0:01:30.204,0:01:30.900,0,0
153,start.77.wav,0:01:35.897,0:01:36.574,1,0
154,stop.77.wav,0:01:37.231,0:01:37.760,0,0
155,start.78.wav,0:01:39.580,0:01:40.216,1,0
156,stop.78.wav,0:01:40.764,0:01:41.400,0,0
157,start.79.wav,0:01:44.967,0:01:45.652,1,1
158,stop.79.wav,0:01:45.753,0:01:46.686,0,1
159,start.80.wav,0:01:49.049,0:01:50.000,1,1
160,stop.80.wav,0:01:50.054,0:01:50.675,0,1
161,start.81.wav,0:01:53.892,0:01:54.580,1,0
162,stop.81.wav,0:01:55.114,0:01:55.668,0,0
163,start.82.wav,0:01:57.145,0:01:57.925,1,0
164,stop.82.wav,0:01:58.358,0:01:58.919,0,0
165,start.83.wav,0:02:31.709,0:02:32.512,1,0
166,stop.83.wav,0:02:33.553,0:02:34.200,0,0
167,start.84.wav,0:02:36.957,0:02:37.732,1,0
168,stop.84.wav,2:38.779,0:02:39.475,0,0
169,start.85.wav,0:02:45.479,0:02:46.261,1,0
170,stop.85.wav,0:02:47.224,0:02:47.800,0,0
171,start.86.wav,0:02:50.522,0:02:51.213,1,0
172,stop.86.wav,0:02:52.016,0:02:52.685,0,0
173,start.87.wav,0:02:57.658,0:02:58.316,1,0
174,stop.87.wav,0:02:59.149,0:02:59.735,0,0
175,start.88.wav,0:03:01.600,0:03:02.279,1,0
176,stop.88.wav,0:03:03.000,0:03:03.646,0,0
177,start.89.wav,0:03:09.645,0:03:10.423,1,0
178,stop.89.wav,0:03:11.000,0:03:11.676,0,0
179,start.90.wav,0:03:13.342,0:03:14.138,1,0
180,stop.90.wav,0:03:14.927,0:03:15.577,0,0
181,start.91.wav,0:03:20.010,0:03:20.690,1,0
182,stop.91.wav,0:03:21.220,0:03:21.800,0,0
183,start.92.wav,0:03:23.120,0:03:23.772,1,0
184,stop.92.wav,0:03:24.166,0:03:24.657,0,0
185,start.93,0:03:51.715,0:03:53.286,1,1
186,stop.93,0:03:53.951,0:03:54.680,0,1
187,start.94,0:03:59.136,0:04:00.057,1,1
188,stop.94,0:04:00.116,0:04:00.659,0,1
189,start.95,0:04:13.399,0:04:14.348,1,1
190,stop.95,0:04:14.755,0:04:15.432,0,1
191,start.96,0:04:17.601,0:04:18.956,1,1
192,stop.96,0:04:19.227,0:04:19.905,0,1
193,start.97,0:04:27.698,0:04:28.851,1,1
194,stop.97,0:04:28.986,0:04:30.003,0,1
195,start.98,0:04:31.900,0:04:32.722,1,1
196,stop.98,0:04:33.018,0:04:33.798,0,1
197,start.99,0:04:38.542,0:04:39.389,1,1
198,stop.99,0:04:39.761,0:04:40.846,0,1
199,start.100,0:04:41.930,0:04:43.218,1,1
200,stop.100,0:04:43.353,0:04:44.438,0,1
201,start.101,0:05:12.513,0:05:13.191,1,1
202,stop.101,0:05:13.598,0:05:14.614,0,1
203,start.102,0:05:16.851,0:05:17.799,1,1
204,stop.102,0:05:17.799,0:05:18.477,0,1
205,start.103,0:05:29.591,0:05:30.676,1,1
206,stop.103,0:05:30.676,0:05:31.353,0,1
207,start.104,0:05:32.302,0:05:33.251,1,1
208,stop.104,0:05:33.513,0:05:34.018,0,1
209,start.105,0:05:39.535,0:05:40.073,1,1
210,stop.105,0:05:40.174,0:05:40.915,0,1
211,start.106,0:05:41.991,0:05:42.765,1,1
212,stop.106,0:05:42.731,0:05:43.472,0,1
213,start.107,0:05:50.352,0:05:51.041,1,1
214,stop.107,0:05:51.109,0:05:51.731,0,1
215,start.108,0:05:53.682,0:05:54.406,1,1
216,stop.108,0:05:54.490,0:05:55.180,0,1
217,start.109,0:06:03.927,0:06:04.516,1,1
218,stop.109,0:06:04.583,0:06:05.290,0,1
219,start.110,0:06:06.652,0:06:07.409,1,1
220,stop.110,0:06:07.460,0:06:08.234,0,1
221,start.111,0:06:16.409,0:06:17.082,1,1
222,stop.111,0:06:17.116,0:06:17.957,0,1
223,start.112,0:06:18.899,0:06:19.773,1,1
224,stop.112,0:06:19.807,0:06:20.514,0,1
225,start.113,0:07:01.425,0:07:02.434,1,1
226,stop.113,0:07:03.309,0:07:04.655,0,1
227,start.114,0:07:06.539,0:07:07.548,1,1
228,stop.114,0:07:08.355,0:07:09.701,0,1
229,start.115,0:07:16.430,0:07:17.776,1,1
230,stop.115,0:07:17.708,0:07:19.054,0,1
231,start.116,0:07:20.131,0:07:21.813,1,1
232,stop.116,0:07:21.948,0:07:23.159,0,1
233,start.117,0:07:28.474,0:07:29.820,1,1
234,stop.117,0:07:30.022,0:07:31.031,0,1
235,start.118,0:07:31.839,0:07:32.848,1,1
236,stop.118,0:07:32.848,0:07:33.858,0,1
237,start.119,0:08:11.055,0:08:13.269,1,0
238,stop.119,0:08:13.187,0:08:14.662,0,0
239,start.120,0:08:16.725,0:08:17.682,1,1
240,stop.120,0:08:17.811,0:08:19.376,0,1
241,start.121,0:08:26.641,0:08:27.522,1,0
242,stop.121,0:08:28.267,0:08:29.066,0,0
243,start.122,0:08:30.627,0:08:31.771,1,1
244,stop.122,0:08:31.843,0:08:33.089,0,1
245,start.123,0:08:38.366,0:08:39.473,1,0
246,stop.123,0:08:39.845,0:08:40.976,0,0
247,start.124,0:08:42.339,0:08:43.261,1,1
248,stop.124,0:08:43.685,0:08:45.003,0,1
249,start.125,0:08:48.552,0:08:49.962,1,0
250,stop.125,0:08:49.949,0:08:51.141,0,0
251,start.126,0:08:51.728,0:08:53.125,1,1
252,stop.126,0:08:53.125,0:08:54.430,0,1
253,start.127,0:08:58.805,0:08:59.772,1,0
254,stop.127,0:08:59.796,0:09:00.674,0,0
255,start.128,0:09:02.054,0:09:03.102,1,1
256,stop.128,0:09:03.000,0:09:03.888,0,1
257,start.129,0:09:40.056,0:09:41.094,1,0
258,stop.129,0:09:41.077,0:09:41.934,0,0
259,start.130,0:09:44.759,0:09:45.712,1,1
260,stop.130,0:09:45.610,0:09:46.614,0,1
261,start.131,0:09:52.936,0:09:53.725,1,0
262,stop.131,0:09:53.715,0:09:54.535,0,0
263,start.132,0:09:56.516,0:09:57.489,1,1
264,stop.132,0:09:57.451,0:09:58.432,0,1
265,start.133,0:10:06.441,0:10:07.358,1,0
266,stop.133,0:10:07.358,0:10:08.180,0,0
267,start.134,0:10:09.331,0:10:10.110,1,1
268,stop.134,0:10:10.110,0:10:10.957,0,1
269,start.135,0:10:17.119,0:10:18.106,1,0
270,stop.135,0:10:18.082,0:10:18.939,0,0
271,start.136,0:10:20.240,0:10:21.173,1,1
272,stop.136,0:10:21.173,0:10:22.126,0,1
273,start.137,0:10:53.409,0:10:54.304,1,0
274,stop.137,0:10:54.038,0:10:54.963,0,0
275,start.138,0:10:56.272,0:10:57.180,1,1
276,stop.138,0:10:57.061,0:10:57.952,0,1
277,start.139,0:11:00.924,0:11:01.716,1,0
278,stop.139,0:11:01.716,0:11:02.495,0,0
279,start.140,0:11:03.168,0:11:04.070,1,1
280,stop.140,0:11:03.854,0:11:04.756,0,1
281,start.141,0:11:07.994,0:11:08.742,1,0
282,stop.141,0:11:08.633,0:11:09.493,0,0
283,start.142,0:11:10.586,0:11:11.512,1,1
284,stop.142,0:11:11.321,0:11:12.188,0,1
